months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,vehicle_age,total_damage,severe_accident,age_group,claim_range
9,30,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,0,0,0,0,85690,15580,15580,54530,2011,0,13,85690,1,18-30,80k+
115,31,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,1,0,3,0,34160,0,4270,29890,2005,1,19,34160,1,31-40,20k-40k
280,48,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,0,2,2,0,61320,10220,10220,40880,1998,0,26,61320,0,41-50,60k-80k
254,45,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,1,0,0,0,79680,13280,13280,53120,2004,0,20,79680,1,41-50,60k-80k
141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,0,1,0,1,61740,6860,6860,48020,2002,0,22,61740,1,18-30,60k-80k
441,55,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,?,Minor Damage,Unknown,VA,Arlington,9988 Rock Ridge,4,1,0,0,0,0,6400,640,640,5120,2002,0,22,6400,0,51-60,0-20k
381,55,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,1,1,2,1,60600,12120,6060,42420,2011,0,13,60600,1,51-60,60k-80k
191,38,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,0,2,0,0,56320,10240,5120,40960,2007,0,17,56320,1,31-40,40k-60k
145,34,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,1,2,0,0,52250,9500,4750,38000,2012,0,12,52250,1,31-40,40k-60k
479,60,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,0,0,3,0,53900,5390,10780,37730,2006,0,18,53900,1,51-60,40k-60k
215,35,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,?,Trivial Damage,Unknown,WV,Columbus,7785 Lincoln Lane,6,1,0,2,1,0,2640,220,440,1980,2001,0,23,2640,0,31-40,0-20k
41,33,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,?,Minor Damage,Unknown,NC,Arlington,4994 Lincoln Drive,8,1,1,0,0,0,8970,1380,1380,6210,2011,0,13,8970,0,31-40,0-20k
45,31,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,?,Minor Damage,Unknown,NY,Springfield,1298 Maple Hwy,6,1,0,1,3,0,6000,1000,1000,4000,2000,0,24,6000,0,31-40,0-20k
156,38,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,0,0,3,0,55200,11040,5520,38640,1998,1,26,55200,1,31-40,40k-60k
246,45,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,?,Trivial Damage,Unknown,SC,Riverwood,5630 1st Drive,13,1,0,0,3,1,7260,660,1320,5280,2008,0,16,7260,0,41-50,0-20k
178,39,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,0,2,0,0,64680,11760,11760,41160,2010,0,14,64680,0,31-40,60k-80k
237,43,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,0,0,1,0,59200,0,11840,47360,1998,0,26,59200,1,41-50,40k-60k
127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,?,Minor Damage,Unknown,NC,Arlington,4460 4th Lane,8,1,1,1,3,0,4700,470,940,3290,1998,0,26,4700,0,31-40,0-20k
1,33,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,1,0,3,0,69400,6940,6940,55520,2000,0,24,69400,1,31-40,60k-80k
5,21,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,1,0,0,0,40500,4050,4050,32400,1998,0,26,40500,1,18-30,40k-60k
64,28,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,0,2,1,0,60000,5000,10000,45000,1997,0,27,60000,0,18-30,40k-60k
142,30,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,1,2,3,0,67320,11220,11220,44880,1996,0,28,67320,0,18-30,60k-80k
97,27,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,1,2,1,1,75690,8410,8410,58870,2014,0,10,75690,1,18-30,60k-80k
121,31,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,0,1,2,0,64300,6430,6430,51440,2002,1,22,64300,1,31-40,60k-80k
225,43,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,0,2,0,1,64400,6440,6440,51520,2011,0,13,64400,1,41-50,60k-80k
425,53,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,0,1,2,0,97080,16180,16180,64720,2005,0,19,97080,0,51-60,80k+
285,44,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,1,1,0,0,5500,500,500,4500,2010,0,14,5500,0,41-50,0-20k
192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,0,0,2,0,30700,3070,6140,21490,2010,0,14,30700,1,31-40,20k-40k
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,0,1,2,1,33480,3720,3720,26040,2012,0,12,33480,0,41-50,20k-40k
98,26,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,0,0,1,1,65430,14540,7270,43620,2001,0,23,65430,1,18-30,60k-80k
175,36,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,1,2,1,1,42680,3880,7760,31040,2006,1,18,42680,1,31-40,40k-60k
259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,0,1,1,0,87780,7980,7980,71820,2011,0,13,87780,0,41-50,80k+
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,1,0,2,1,72800,14560,14560,43680,1998,0,26,72800,1,31-40,60k-80k
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,1,2,0,0,71190,0,7910,63280,1997,1,27,71190,1,31-40,60k-80k
186,38,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,70300,-70900,Vehicle Theft,?,Trivial Damage,Unknown,NY,Hillsdale,5650 Rock Ave,7,1,0,1,1,1,3600,400,400,2800,1999,0,25,3600,0,31-40,0-20k
229,41,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,0,1,3,0,62640,10440,10440,41760,2009,0,15,62640,1,41-50,60k-80k
180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,1,2,1,0,69630,12660,6330,50640,1998,0,26,69630,0,31-40,60k-80k
188,33,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,1,1,0,0,76010,13820,6910,55280,1995,1,29,76010,0,31-40,60k-80k
214,40,OH,100/300,1000,1648.0,0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,0,1,0,1,44220,8040,4020,32160,2000,0,24,44220,1,31-40,40k-60k
178,38,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,0,0,3,0,57200,5200,10400,41600,2011,0,13,57200,0,31-40,40k-60k
55,35,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,0,0,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,0,0,3,0,3080,560,560,1960,1998,0,26,3080,0,31-40,0-20k
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,1,1,0,1,75790,13780,6890,55120,2007,0,17,75790,1,31-40,60k-80k
135,30,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,0,0,1,0,32670,5940,2970,23760,2003,0,21,32670,0,18-30,20k-40k
277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,0,2,3,0,3870,430,860,2580,2010,0,14,3870,0,41-50,0-20k
211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,0,0,3,1,91520,8320,16640,66560,2005,1,19,91520,1,31-40,80k+
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,1,1,3,1,74690,6790,13580,54320,2008,1,16,74690,1,31-40,60k-80k
84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,Vehicle Theft,?,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,1,1,3,0,4620,420,840,3360,1998,0,26,4620,0,18-30,0-20k
136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,1,0,0,0,55000,10000,10000,35000,2008,1,16,55000,1,31-40,40k-60k
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,1,0,2,0,59400,13200,6600,39600,1996,1,28,59400,1,41-50,40k-60k
123,34,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,0,1,1,0,55260,6140,0,49120,2000,0,24,55260,1,31-40,40k-60k
243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,0,2,1,1,51400,5140,10280,35980,1996,0,28,51400,0,41-50,40k-60k
36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,20,3,1,1,3,0,48780,5420,10840,32520,2008,0,16,48780,0,31-40,40k-60k
146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,0,1,3,0,52380,5820,5820,40740,2010,0,14,52380,1,31-40,40k-60k
154,34,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,0,2,3,1,74360,13520,13520,47320,2005,1,19,74360,1,31-40,60k-80k
204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,0,1,0,0,53400,5340,5340,42720,2003,0,21,53400,0,31-40,40k-60k
458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,0,2,2,1,71800,14360,14360,43080,1995,0,29,71800,1,51-60,60k-80k
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,4,1,0,0,0,0,68240,8530,0,59710,2013,1,11,68240,1,31-40,60k-80k
279,45,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,0,1,0,0,61050,11100,11100,38850,2011,1,13,61050,1,41-50,60k-80k
308,47,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,Parked Car,?,Minor Damage,Unknown,NY,Springfield,4369 Maple Lane,7,1,0,1,1,1,5590,860,860,3870,2002,0,22,5590,0,41-50,0-20k
284,48,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,19,3,0,0,0,0,46860,8520,8520,29820,1998,0,26,46860,1,41-50,40k-60k
108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,Parked Car,?,Minor Damage,Unknown,SC,Arlington,7583 Washington Ave,5,1,0,1,3,0,4290,780,780,2730,1998,0,26,4290,0,31-40,0-20k
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,1,0,0,0,78500,15700,7850,54950,2015,0,9,78500,0,51-60,60k-80k
266,42,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,1,1,3,1,70830,7870,7870,55090,2005,0,19,70830,1,41-50,60k-80k
412,56,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,0,0,2,0,68040,15120,7560,45360,1997,0,27,68040,1,51-60,60k-80k
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,0,2,0,0,63600,5300,10600,47700,1997,1,27,63600,1,31-40,60k-80k
465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,8198 Embaracadero Lane,7,1,0,0,3,0,43560,4840,4840,33880,2015,0,9,43560,0,61-70,40k-60k
126,31,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,0,1,1,0,60840,13520,6760,40560,2011,0,13,60840,1,31-40,60k-80k
407,55,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,0,2,3,1,68160,11360,11360,45440,2010,0,14,68160,1,51-60,60k-80k
101,27,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,Parked Car,?,Minor Damage,Unknown,SC,Arlington,7930 Texas Ave,9,1,0,1,0,0,5170,940,470,3760,2001,0,23,5170,0,18-30,0-20k
187,37,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,7082 Oak Ridge,21,1,0,0,3,0,57700,5770,5770,46160,2000,0,24,57700,1,31-40,40k-60k
252,46,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,0,0,2,0,89520,14920,14920,59680,2014,0,10,89520,1,41-50,80k+
229,43,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,reading,not-in-family,42600,-44400,Vehicle Theft,?,Minor Damage,Unknown,WV,Hillsdale,9322 Rock Hwy,3,1,0,1,0,1,4620,420,840,3360,2012,0,12,4620,0,41-50,0-20k
246,39,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,16,1,1,0,3,0,45180,5020,5020,35140,2004,0,20,45180,0,31-40,40k-60k
190,38,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,1,0,0,0,45100,9020,4510,31570,2013,0,11,45100,1,31-40,40k-60k
95,32,IN,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,1,0,3,1,83160,15120,15120,52920,2003,0,21,83160,1,31-40,80k+
205,42,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,3915 Embaracadero St,19,1,0,2,1,0,86130,15660,15660,54810,1995,0,29,86130,0,41-50,80k+
41,25,OH,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,sleeping,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,13,3,0,1,3,0,48000,9600,4800,33600,1995,0,29,48000,1,18-30,40k-60k
137,35,OH,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,movies,husband,0,-45300,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,0,0,0,1,3300,600,600,2100,2008,0,16,3300,0,31-40,0-20k
194,34,IL,100/300,500,1429.96,0,FEMALE,JD,protective-serv,board-games,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,9633 4th St,11,3,0,1,2,1,57200,11440,5720,40040,2005,0,19,57200,0,31-40,40k-60k
128,35,IN,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800,Vehicle Theft,?,Trivial Damage,Police,VA,Columbus,3492 Britain St,16,1,0,2,0,0,7590,1380,690,5520,2012,0,12,7590,0,31-40,0-20k
150,37,OH,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,9,1,0,0,2,0,80080,12320,12320,55440,2013,0,11,80080,1,31-40,80k+
104,30,OH,100/300,500,1052.85,0,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,Vehicle Theft,?,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,0,0,0,1,4800,960,480,3360,2006,0,18,4800,0,18-30,0-20k
163,37,IN,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,6702 Andromedia St,7,1,0,2,1,1,3900,390,780,2730,2008,1,16,3900,0,31-40,0-20k
80,26,IL,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,12,1,0,0,0,0,90400,9040,9040,72320,1995,0,29,90400,0,18-30,80k+
65,29,OH,250/500,2000,1441.6,5000000,FEMALE,MD,sales,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,3,1,0,0,0,62900,6290,12580,44030,1998,0,26,62900,0,18-30,60k-80k
179,32,OH,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,7897 Lincoln St,4,1,1,1,2,0,54200,5420,10840,37940,2014,1,10,54200,1,31-40,40k-60k
372,50,OH,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,paintball,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,0,2,2,1,51800,5180,10360,36260,2003,0,21,51800,1,41-50,40k-60k
398,55,OH,250/500,500,862.19,0,MALE,High School,adm-clerical,movies,unmarried,69400,0,Vehicle Theft,?,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,0,2,3,0,6600,600,1200,4800,2012,0,12,6600,0,51-60,0-20k
213,35,OH,250/500,500,871.46,0,MALE,MD,tech-support,movies,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,13,1,1,2,0,1,74140,13480,6740,53920,2007,0,17,74140,1,31-40,60k-80k
79,25,OH,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,0,1,0,2,1,0,67800,13560,6780,47460,1995,0,29,67800,1,18-30,60k-80k
232,44,OH,250/500,2000,1181.64,0,MALE,College,other-service,exercise,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,22,1,0,1,1,1,55400,5540,11080,38780,2002,1,22,55400,1,41-50,40k-60k
230,37,IL,500/1000,1000,1060.74,0,MALE,PhD,tech-support,reading,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1229 5th Ave,15,1,1,2,3,0,49100,9820,4910,34370,1996,1,28,49100,1,31-40,40k-60k
234,41,IN,100/300,500,951.56,0,FEMALE,JD,transport-moving,video-games,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3884 Pine Lane,3,3,0,2,1,0,98280,15120,7560,75600,2007,1,17,98280,1,41-50,80k+
